     2.000     3.000     5.000     4.000     4.000     2.000     3.000     1.000     1.000     1.000     1.000     0.000     0.943     0.047     0.011     0.000     1.000
     2.000     3.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     2.000     3.000     3.000     3.000     2.000     1.000     1.000     1.000     0.000     0.976     0.015     0.010     0.000     1.000
     3.000     3.000     4.000     2.000     3.000     3.000     2.000     2.000     1.000     3.000     1.000     2.000     0.842     0.002     0.157     0.000     1.000
     1.000     2.000     3.000     2.000     2.000     2.000     2.000     1.000     1.000     1.000     3.000     0.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     4.000     3.000     3.000     3.000     4.000     4.000     3.000     3.000     0.000     0.000     0.001     0.995     0.005     3.000
     3.000     2.000     2.000     3.000     4.000     3.000     4.000     2.000     1.000     1.000     1.000     0.000     0.068     0.930     0.002     0.000     2.000
     4.000     4.000     5.000     4.000     5.000     3.000     5.000     3.000     1.000     2.000     3.000     2.000     0.000     0.745     0.005     0.251     2.000
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     1.000     2.000     0.183     0.095     0.723     0.000     3.000
     4.000     4.000     4.000     3.000     4.000     4.000     4.000     3.000     2.000     3.000     1.000     2.000     0.000     0.274     0.168     0.558     4.000
     3.000     4.000     2.000     3.000     3.000     3.000     3.000     2.000     1.000     1.000     2.000     2.000     0.857     0.087     0.055     0.000     1.000
     4.000     4.000     5.000     4.000     5.000     5.000     5.000     4.000     1.000     3.000     1.000     2.000     0.000     0.010     0.000     0.990     4.000
     4.000     4.000     4.000     4.000     4.000     2.000     4.000     2.000     1.000     1.000     2.000     2.000     0.007     0.921     0.072     0.000     2.000
     3.000     3.000     3.000     2.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     4.000     3.000     2.000     3.000     3.000     1.000     2.000     1.000     0.000     0.376     0.025     0.599     0.000     3.000
     3.000     3.000     3.000     2.000     3.000     3.000     2.000     2.000     1.000     1.000     3.000     2.000     0.996     0.001     0.003     0.000     1.000
         *     5.000     3.000         *         *         *         *         *         *         *     5.000     2.000     0.009     0.065     0.275     0.652     4.000
     3.000     3.000     3.000     3.000     4.000     3.000     3.000     2.000     1.000     1.000     2.000     2.000     0.353     0.615     0.031     0.000     2.000
     3.000     4.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     0.030     0.049     0.921     0.000     3.000
     3.000     3.000     4.000     3.000     3.000     3.000     5.000     2.000     3.000     2.000     1.000     2.000     0.003     0.894     0.102     0.000     2.000
     2.000     3.000     3.000     3.000     4.000     3.000     3.000     2.000     2.000     2.000     1.000     2.000     0.238     0.650     0.112     0.000     2.000
     2.000     4.000     3.000     4.000     4.000     3.000     3.000     3.000     1.000     3.000     4.000     2.000     0.003     0.170     0.827     0.000     3.000
     2.000     4.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     0.998     0.000     0.002     0.000     1.000
     3.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     1.000     2.000     1.000     2.000     0.983     0.005     0.012     0.000     1.000
     3.000     3.000     4.000     2.000     2.000     3.000     2.000     3.000     1.000     3.000     1.000     2.000     0.724     0.000     0.276     0.000     1.000
     3.000     4.000     3.000     4.000     3.000     3.000     3.000     3.000     1.000     3.000     2.000     2.000     0.006     0.018     0.976     0.000     3.000
     3.000     4.000     3.000     3.000     5.000     4.000     5.000     4.000     2.000     2.000     2.000     2.000     0.000     0.934     0.001     0.065     2.000
     2.000     3.000     3.000     3.000     2.000     3.000     2.000     1.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     4.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     1.000     2.000     0.109     0.059     0.831     0.000     3.000
     2.000     2.000     2.000     3.000     3.000     5.000     3.000     1.000     1.000     1.000     1.000     2.000     0.961     0.039     0.000     0.000     1.000
     2.000     2.000     3.000     3.000     3.000     2.000     3.000     3.000     1.000     3.000     1.000     2.000     0.910     0.009     0.081     0.000     1.000
     3.000     4.000     4.000     3.000     3.000     2.000     2.000     1.000     2.000     2.000     2.000     2.000     0.921     0.001     0.078     0.000     1.000
     4.000     4.000     4.000     4.000     5.000     3.000     5.000     2.000     1.000     1.000     1.000     2.000     0.000     0.999     0.000     0.001     2.000
     4.000     3.000     3.000     2.000     4.000     3.000     4.000     3.000     3.000         *     1.000     2.000     0.001     0.859     0.132     0.009     2.000
     3.000     4.000     3.000     3.000     4.000     3.000     4.000     3.000     2.000     3.000     2.000     2.000     0.000     0.646     0.338     0.016     2.000
     2.000     4.000     4.000     3.000     1.000     2.000     3.000     2.000     2.000     1.000     2.000     2.000     0.996     0.000     0.004     0.000     1.000
     2.000     3.000     3.000     2.000     2.000     1.000     3.000     1.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     2.000     0.071     0.002     0.927     0.000     3.000
     3.000     3.000     4.000     3.000     4.000     1.000     5.000     2.000     3.000     2.000     1.000     2.000     0.003     0.965     0.032     0.000     2.000
     3.000     3.000     4.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     0.434     0.057     0.509     0.000     3.000
     3.000     3.000     4.000     3.000     4.000     4.000     4.000     2.000     1.000     2.000     1.000     2.000     0.001     0.986     0.012     0.000     2.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     4.000     3.000     4.000     3.000     3.000     3.000     3.000     2.000     1.000     1.000     1.000     2.000     0.823     0.073     0.104     0.000     1.000
     3.000     4.000     4.000     3.000     3.000     3.000     2.000     3.000     2.000     2.000     1.000     2.000     0.061     0.003     0.936     0.000     3.000
     2.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     2.000     4.000     2.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     4.000     3.000     4.000     5.000     3.000     4.000     2.000     3.000     3.000     2.000     2.000     2.000     0.001     0.001     0.996     0.002     3.000
     3.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     1.000     2.000     3.000     2.000     0.640     0.025     0.335     0.000     1.000
     2.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     4.000     3.000     2.000     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     0.893     0.033     0.074     0.000     1.000
     3.000     3.000     4.000     5.000     4.000     3.000     5.000     3.000     1.000     2.000     2.000     2.000     0.000     0.983     0.016     0.001     2.000
     3.000     3.000     3.000     2.000     4.000     3.000     4.000     2.000     1.000     1.000     4.000     2.000     0.036     0.959     0.005     0.000     2.000
     3.000     3.000     3.000     4.000     5.000     4.000     5.000     2.000     1.000     1.000     2.000     2.000     0.000     1.000     0.000     0.000     2.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     2.000     3.000     2.000     4.000     4.000     3.000     5.000     2.000     1.000     1.000     2.000     2.000     0.001     0.999     0.000     0.000     2.000
     3.000     3.000     3.000     4.000     3.000     3.000     4.000     3.000     2.000     2.000     1.000     2.000     0.015     0.467     0.517     0.000     3.000
     3.000     4.000     3.000     3.000     2.000     2.000     1.000     3.000     1.000     1.000     1.000     2.000     0.993     0.000     0.007     0.000     1.000
     3.000     4.000     3.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     0.700     0.005     0.296     0.000     1.000
     3.000     4.000     4.000     4.000     3.000     3.000     4.000     3.000     1.000     1.000     3.000     2.000     0.020     0.515     0.464     0.000     2.000
     3.000     3.000     3.000     2.000     3.000     3.000     4.000     3.000     2.000     3.000     2.000     2.000     0.019     0.297     0.684     0.000     3.000
     3.000     4.000     2.000     3.000     4.000     4.000     4.000     3.000     1.000     2.000     1.000     2.000     0.000     0.985     0.014     0.000     2.000
     2.000     2.000     3.000     3.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     4.000     3.000     3.000     4.000     3.000     3.000     3.000     2.000     3.000     1.000     2.000     0.001     0.193     0.801     0.004     3.000
     3.000     4.000     4.000     3.000     4.000     4.000     3.000     3.000     1.000     3.000     1.000     2.000     0.001     0.333     0.658     0.008     3.000
     4.000     4.000     4.000     5.000     4.000     5.000     4.000     3.000     2.000         *     1.000     2.000     0.000     0.040     0.011     0.949     4.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     2.000     4.000     4.000     4.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     2.000     0.996     0.000     0.004     0.000     1.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     3.000     4.000     3.000     3.000     4.000     3.000     4.000     3.000     1.000     1.000     1.000     2.000     0.001     0.985     0.013     0.000     2.000
     3.000     4.000     4.000     4.000     5.000     5.000     5.000     3.000     2.000     2.000     1.000     2.000     0.000     0.819     0.000     0.181     2.000
     3.000     3.000     3.000     5.000     4.000     4.000     5.000     3.000     1.000     1.000     2.000     2.000     0.000     0.999     0.001     0.000     2.000
     2.000     3.000     2.000     2.000     3.000     2.000     3.000     1.000     1.000     1.000     3.000     2.000     1.000     0.000     0.000     0.000     1.000
     2.000     3.000     3.000     4.000     2.000     3.000     3.000     3.000     1.000     1.000     1.000     2.000     0.975     0.002     0.023     0.000     1.000
     2.000     3.000     3.000     2.000     3.000     2.000     2.000     1.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     3.000     4.000     3.000     5.000     3.000     2.000     2.000     2.000     0.000     0.000     0.984     0.015     0.000     2.000
     5.000     5.000     4.000     5.000     4.000     4.000     4.000     4.000     3.000     4.000     2.000     2.000     0.000     0.000     0.000     1.000     4.000
     3.000     3.000     3.000     3.000     4.000     3.000     4.000     2.000     1.000     2.000     1.000     0.000     0.011     0.962     0.027     0.000     2.000
     4.000     4.000     5.000     5.000     2.000     3.000     3.000     3.000     1.000     2.000     1.000     2.000     0.006     0.001     0.993     0.000     3.000
     3.000     3.000     3.000     3.000     3.000     2.000     4.000     2.000     2.000     2.000     1.000     2.000     0.490     0.313     0.197     0.000     1.000
     3.000     3.000     4.000     3.000     2.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     4.000     4.000     3.000     5.000     5.000     5.000     2.000     1.000     1.000     1.000     2.000     0.000     1.000     0.000     0.000     2.000
     4.000     4.000     4.000     4.000     5.000     5.000     5.000     3.000     2.000     2.000     3.000     2.000     0.000     0.180     0.000     0.820     4.000
     4.000     4.000     3.000     3.000     5.000     4.000     5.000     4.000     1.000     1.000     2.000     2.000     0.000     0.989     0.000     0.011     2.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     4.000     4.000     3.000     2.000     4.000     3.000     4.000     2.000     1.000     2.000     1.000     2.000     0.002     0.973     0.024     0.000     2.000
     3.000     4.000     5.000     4.000     5.000     3.000     3.000     3.000     3.000     2.000     1.000     0.000     0.000     0.168     0.344     0.488     4.000
     2.000     3.000     4.000     4.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     0.514     0.052     0.435     0.000     1.000
     4.000     3.000     4.000     4.000     4.000     3.000     4.000     3.000     2.000     2.000     2.000     2.000     0.000     0.717     0.261     0.022     2.000
     2.000     3.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     4.000     5.000     5.000     4.000     2.000     5.000     2.000     1.000     1.000     2.000     2.000     0.000     0.987     0.012     0.000     2.000
     4.000     4.000     4.000     4.000     5.000     3.000     4.000     3.000     2.000     2.000     2.000     0.000     0.000     0.392     0.045     0.563     4.000
     3.000     4.000     5.000     4.000     4.000     2.000     5.000     3.000     1.000     1.000     1.000     2.000     0.000     0.987     0.012     0.000     2.000
     2.000     3.000     3.000     3.000     4.000     2.000     5.000     4.000     3.000     3.000     1.000     2.000     0.000     0.908     0.089     0.002     2.000
     3.000     3.000     3.000     2.000     3.000     3.000     4.000     2.000     1.000     1.000     1.000     2.000     0.636     0.354     0.010     0.000     1.000
     3.000     3.000     4.000     3.000     3.000     4.000     4.000     2.000     1.000     1.000     1.000     2.000     0.122     0.842     0.035     0.000     2.000
     4.000     4.000     4.000     4.000     3.000     3.000     3.000     3.000     2.000     3.000     1.000     2.000     0.000     0.004     0.986     0.010     3.000
     3.000     4.000     3.000     3.000     4.000     3.000     4.000     4.000     2.000     3.000     2.000     2.000     0.000     0.430     0.482     0.088     3.000
     3.000     3.000     4.000     3.000     2.000     3.000     3.000     2.000     2.000         *     2.000     2.000     0.784     0.002     0.214     0.000     1.000
     3.000     4.000     5.000     4.000     4.000     3.000     4.000     3.000     3.000     3.000     2.000     2.000     0.000     0.061     0.344     0.595     4.000
     3.000     3.000     3.000     4.000     4.000     3.000     3.000     3.000     2.000     3.000     1.000     2.000     0.002     0.218     0.778     0.001     3.000
     3.000     3.000     3.000     4.000     4.000     4.000     5.000     3.000     1.000     1.000     1.000     2.000     0.000     0.999     0.001     0.000     2.000
     2.000     3.000     2.000     2.000     3.000     3.000     5.000     2.000     1.000     1.000     1.000     2.000     0.131     0.868     0.001     0.000     2.000
     3.000     3.000     4.000     5.000     4.000     3.000     5.000     4.000     2.000     3.000     1.000     2.000     0.000     0.571     0.108     0.321     2.000
     3.000     4.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     1.000     2.000     0.243     0.101     0.656     0.000     3.000
     4.000     4.000     4.000     4.000     3.000     4.000     4.000     3.000     2.000     3.000     2.000     2.000     0.000     0.042     0.686     0.272     3.000
     3.000     3.000     4.000     3.000     3.000     3.000     3.000     3.000     1.000     1.000     1.000     0.000     0.627     0.075     0.299     0.000     1.000
     3.000     3.000     4.000     3.000     5.000     3.000     5.000     3.000     1.000     1.000     1.000     2.000     0.000     1.000     0.000     0.000     2.000
     3.000     3.000     3.000     3.000     4.000     3.000     4.000     3.000     2.000     1.000     1.000     2.000     0.002     0.983     0.015     0.000     2.000
     3.000     3.000     3.000     4.000     2.000     3.000     1.000     3.000     1.000     4.000     1.000     2.000     0.188     0.000     0.812     0.000     3.000
     4.000     4.000     3.000     4.000     5.000     5.000     5.000     4.000     3.000     3.000     1.000     2.000     0.000     0.002     0.000     0.998     4.000
     3.000     4.000     3.000     3.000     4.000     2.000     4.000     3.000     2.000     2.000     2.000     2.000     0.002     0.787     0.210     0.001     2.000
     3.000     3.000     3.000     2.000     2.000     2.000     1.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     5.000     3.000     4.000     3.000     3.000     2.000     1.000         *     4.000     2.000     0.131     0.346     0.523     0.000     3.000
     3.000     4.000     3.000     3.000     2.000     4.000     2.000     3.000     1.000     2.000     1.000     0.000     0.260     0.001     0.739     0.000     3.000
     2.000     4.000     2.000     5.000     3.000     2.000     3.000     3.000     1.000     1.000     3.000     0.000     0.518     0.039     0.443     0.000     1.000
     2.000     3.000     4.000     3.000     3.000     2.000     4.000     2.000     1.000     1.000     2.000     2.000     0.928     0.064     0.008     0.000     1.000
     3.000     3.000     4.000     4.000     2.000     3.000     2.000     1.000     1.000     1.000     2.000     2.000     0.999     0.000     0.001     0.000     1.000
     3.000     4.000     4.000     4.000     5.000     4.000     5.000     1.000     2.000     1.000     2.000     2.000     0.000     1.000     0.000     0.000     2.000
     3.000     4.000     4.000     3.000     2.000     2.000     2.000     3.000     1.000     2.000     1.000     0.000     0.665     0.000     0.335     0.000     1.000
     3.000     4.000     5.000     4.000     3.000     3.000     3.000     4.000     3.000         *     2.000     2.000     0.000     0.002     0.967     0.031     3.000
     2.000     3.000     4.000     3.000     3.000     2.000     2.000     2.000     1.000     1.000     1.000     2.000     0.999     0.000     0.001     0.000     1.000
     5.000     5.000     4.000     5.000     5.000     5.000     5.000     5.000     3.000     3.000     2.000     2.000     0.000     0.000     0.000     1.000     4.000
     3.000     3.000     4.000     3.000     4.000     4.000     3.000     3.000     1.000     2.000     1.000     2.000     0.009     0.769     0.223     0.000     2.000
     3.000     3.000     3.000     3.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     2.000     0.997     0.000     0.003     0.000     1.000
     3.000     4.000     3.000     2.000     2.000     2.000     1.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     4.000     2.000     3.000     3.000     4.000     1.000     2.000     3.000     2.000     0.155     0.005     0.839     0.000     3.000
     4.000     4.000     4.000     3.000     3.000     4.000     3.000     3.000     2.000     2.000     2.000     2.000     0.001     0.032     0.961     0.006     3.000
     3.000     3.000     3.000     4.000     5.000     3.000     5.000     3.000     1.000     3.000     1.000     2.000     0.000     0.998     0.001     0.001     2.000
     2.000     3.000     3.000     2.000     2.000     2.000     2.000     3.000     2.000         *     2.000     2.000     0.989     0.000     0.011     0.000     1.000
     3.000     3.000     4.000     3.000     3.000     2.000     3.000     3.000     1.000     2.000     1.000     2.000     0.619     0.027     0.354     0.000     1.000
     3.000     3.000     4.000     3.000     3.000     3.000     2.000     3.000     1.000     1.000     1.000     2.000     0.912     0.004     0.084     0.000     1.000
     3.000     3.000     3.000     4.000     4.000     2.000     4.000     1.000     1.000     1.000     2.000     2.000     0.197     0.798     0.005     0.000     2.000
     4.000     4.000     4.000     3.000     3.000     1.000     4.000     4.000     1.000     2.000     3.000     2.000     0.005     0.035     0.959     0.001     3.000
     3.000     3.000     3.000     4.000     3.000     3.000     3.000     3.000     2.000     2.000     2.000     0.000     0.034     0.027     0.940     0.000     3.000
     3.000     3.000     3.000     2.000     3.000     2.000     4.000     3.000     1.000     1.000     1.000     2.000     0.716     0.255     0.029     0.000     1.000
     4.000     4.000     4.000     4.000     5.000     3.000     5.000     4.000     3.000     3.000     1.000     0.000     0.000     0.002     0.000     0.998     4.000
     3.000     3.000     3.000     3.000     4.000     3.000     5.000     1.000     1.000     1.000     1.000     2.000     0.002     0.998     0.000     0.000     2.000
     2.000     2.000     4.000     5.000     4.000     5.000     5.000     3.000     2.000     1.000     1.000     2.000     0.000     0.999     0.001     0.000     2.000
     4.000     4.000     3.000     4.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     0.000     0.000     0.001     0.981     0.018     3.000
     3.000     2.000     5.000     3.000     4.000     3.000     4.000     3.000     2.000     2.000     1.000     2.000     0.003     0.902     0.094     0.000     2.000
     3.000     4.000     3.000     4.000     3.000     2.000     3.000     2.000     1.000     2.000     3.000     2.000     0.474     0.028     0.498     0.000     3.000
     5.000     4.000     4.000     4.000     4.000     3.000     3.000     4.000     4.000         *     4.000     2.000     0.000     0.000     0.015     0.985     4.000
     3.000     4.000     2.000     4.000     3.000     4.000     4.000     3.000     1.000         *     4.000     0.000     0.002     0.335     0.661     0.002     3.000
     3.000     3.000     3.000     2.000     3.000     2.000     5.000     3.000     1.000     3.000     1.000     2.000     0.021     0.852     0.126     0.000     2.000
     2.000     3.000     2.000     3.000     5.000     5.000     5.000     3.000     3.000     3.000     1.000     2.000     0.000     0.998     0.000     0.002     2.000
     3.000     4.000     3.000     4.000     5.000     2.000     5.000     3.000     2.000     2.000     1.000     2.000     0.000     0.993     0.002     0.004     2.000
     5.000     4.000     5.000     3.000     1.000     5.000     5.000     5.000     5.000         *     1.000     2.000     0.000     0.000     0.005     0.995     4.000
     3.000     4.000     4.000     4.000     5.000     5.000     5.000     4.000     2.000     1.000     2.000     2.000     0.000     0.809     0.000     0.190     2.000
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     0.006     0.012     0.981     0.000     3.000
     3.000     4.000     3.000     3.000     3.000     2.000     3.000     2.000     1.000         *     1.000     2.000     0.817     0.021     0.162     0.000     1.000
     3.000     4.000     3.000     3.000     3.000     4.000     3.000     2.000     1.000     1.000     1.000     2.000     0.502     0.344     0.154     0.000     1.000
     1.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     2.000     3.000     2.000     4.000     3.000     2.000     3.000     3.000     1.000     1.000     1.000     2.000     0.969     0.015     0.015     0.000     1.000
     3.000     3.000     4.000     4.000     3.000     4.000     1.000     3.000     1.000         *     2.000     2.000     0.258     0.001     0.741     0.000     3.000
     3.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     2.000     2.000     2.000     2.000     0.374     0.030     0.596     0.000     3.000
     2.000     3.000     3.000     5.000     1.000     1.000     2.000     3.000     1.000     2.000     1.000     2.000     0.996     0.000     0.004     0.000     1.000
     3.000     3.000     4.000     2.000     3.000     2.000     3.000     2.000     1.000     2.000     1.000     0.000     0.956     0.005     0.039     0.000     1.000
     3.000     4.000     4.000     4.000     4.000     3.000     4.000     2.000     2.000     1.000     2.000     0.000     0.002     0.900     0.098     0.001     2.000
     3.000     4.000     4.000     3.000     4.000     3.000     4.000     2.000     2.000     2.000     3.000     2.000     0.001     0.858     0.140     0.001     2.000
     3.000     3.000     4.000     4.000     2.000     2.000     3.000     3.000     3.000     2.000     2.000     2.000     0.103     0.001     0.896     0.000     3.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     4.000     4.000     4.000     4.000     3.000     3.000     3.000     3.000     3.000     2.000     1.000     2.000     0.000     0.007     0.978     0.014     3.000
     3.000     3.000     3.000     4.000     2.000     3.000     2.000     2.000     1.000     3.000     2.000     2.000     0.789     0.000     0.211     0.000     1.000
     1.000     4.000     4.000     2.000     5.000     4.000     5.000     2.000     1.000     1.000     2.000     0.000     0.000     1.000     0.000     0.000     2.000
     4.000     4.000     3.000     3.000     4.000     5.000     4.000     3.000     3.000     3.000     1.000     2.000     0.000     0.079     0.028     0.893     4.000
     3.000     5.000     3.000     3.000     3.000     3.000     2.000     3.000     1.000     1.000     2.000     2.000     0.312     0.014     0.674     0.000     3.000
     3.000     4.000     4.000     3.000     4.000     2.000     4.000     3.000     2.000     2.000     1.000     2.000     0.002     0.733     0.264     0.002     2.000
     3.000     3.000     5.000     3.000     4.000     3.000     5.000     4.000     1.000     3.000     3.000     2.000     0.000     0.866     0.112     0.022     2.000
     2.000     3.000     3.000     3.000     3.000     2.000     3.000     3.000     1.000     2.000     1.000     2.000     0.918     0.015     0.067     0.000     1.000
     5.000     3.000     3.000     4.000     5.000     4.000     5.000     2.000     1.000     2.000     2.000     2.000     0.000     0.994     0.000     0.006     2.000
     3.000     4.000     4.000     4.000     4.000     4.000     4.000     4.000     3.000     3.000     2.000     2.000     0.000     0.017     0.057     0.927     4.000
     3.000     3.000     3.000     3.000     2.000     2.000     1.000     1.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     4.000     3.000     3.000     3.000     3.000     2.000     2.000     1.000     1.000     2.000     0.837     0.059     0.104     0.000     1.000
     3.000     3.000     3.000     5.000     3.000     3.000     4.000     3.000     1.000     1.000     2.000     2.000     0.050     0.725     0.225     0.000     2.000
     3.000     3.000     2.000     2.000     2.000     2.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     0.000     0.000     0.000     1.000
     2.000     3.000     5.000     2.000     1.000     1.000     2.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     0.000     0.000     1.000
     3.000     3.000     3.000     2.000     4.000     3.000     2.000     3.000     2.000     2.000     1.000     2.000     0.292     0.136     0.572     0.000     3.000
     2.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     1.000     1.000     2.000     2.000     0.982     0.013     0.005     0.000     1.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
         *         *         *         *         *         *         *         *         *         *         *     0.000     0.232     0.203     0.367     0.198     3.000
     2.000     2.000     5.000     5.000     3.000     3.000     3.000     1.000     1.000     1.000     2.000     0.000     0.991     0.003     0.006     0.000     1.000
     3.000     3.000     3.000     3.000     4.000     4.000     4.000     2.000     3.000     3.000     2.000     2.000     0.000     0.872     0.125     0.004     2.000
     3.000     3.000     3.000     3.000     4.000     4.000     4.000     2.000     3.000     3.000     2.000     2.000     0.000     0.872     0.125     0.004     2.000
     3.000     3.000     4.000     4.000     3.000     3.000     3.000     3.000     1.000     1.000     4.000     2.000     0.328     0.081     0.591     0.000     3.000
     3.000     3.000     4.000     4.000     4.000     4.000     4.000     2.000     1.000     3.000     1.000     2.000     0.000     0.931     0.068     0.001     2.000
