2	4	3	4	.	4	3	3	3	1	3	1	1	4	3	4	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	1	0	1	0	0	0	0	.	.	5	5	5	5	4	1	.	3	4	2	14114	1	1	1	.	0	1	0	1	1	0	5	1	0	.	0	2	3.25	2.33333333333333	3.33333333333333	4.8	2.54545454545455	1	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	5	5	5	5	5	3	5	3	4	5	5	5	5	1	1	5	1	1	1	1	1	1	1	.	1	1
2	4	3	2	.	2	2	2	2	1	2	1	1	2	4	5	5	5	4	2	1	1	1	1	1	4	5	5	1	4	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	5	5	4	5	4	1	.	6	4	2	14159	1	1	1	.	0	1	0	1	1	0	5	1	0	.	0	2	2.75	1.66666666666667	2	4.6	2.72727272727273	4.66666666666667	1	1	1	4	4	4	4	5	4	4	3	4	4	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2	4	4	4	3	.	2	5	1	1	1	5	0	2
3	3	3	2	.	3	2	3	2	1	2	1	1	1	5	5	5	4	4	4	2	2	4	2	5	1	4	4	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	3	0	1	0	0	0	0	.	.	3	3	4	3	4	1	.	5	5	2	14190	0	1	1	.	0	1	0	1	1	0	5	1	0	.	0	2	2.75	1.66666666666667	2.66666666666667	3.4	3.81818181818182	3	1	1	.	4	5	3	2	3	2	1	1	3	5	5	4	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2	4	2	3	1	.	1	5	2	5	2	.	0	3
3	4	3	4	.	3	3	3	3	1	3	1	1	2	5	4	4	4	4	4	2	2	4	1	1	4	5	4	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	4	4	4	3	3	1	.	5	5	2	27128	1	1	1	.	0	1	0	1	1	0	5	1	0	.	0	2	3.5	2.33333333333333	3	3.6	3.18181818181818	4.33333333333333	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	3	4	5	3	4	1	1	3	3	4	5	4	2	3	4	6	7	3	.	4	3	2	5	5	5	1	3.8
3	4	3	3	.	5	4	5	4	2	2	1	1	2	3	5	5	4	3	4	1	5	1	1	5	1	1	1	1	1	1	3	1	.	1	.	.	1	.	.	.	1	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	4	4	4	4	2	1	.	3	3	2	27253	1	1	1	.	0	1	0	1	1	0	5	1	0	.	0	2	3.25	2.66666666666667	4.66666666666667	3.6	3.36363636363636	1	2	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	3	1	.
3	3	4	3	.	3	3	3	3	2	2	1	1	1	4	5	4	5	5	4	2	2	4	1	2	1	1	1	4	4	4	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	4	4	4	3	3	.	1	6	5	2	35183	1	1	1	.	0	1	0	1	1	0	5	1	.	1	1	2	3.25	2.33333333333333	3	3.6	3.45454545454545	1	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	4	4	1	1	3	2	1	4	5	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	2	2	2	1	1	.	2	3	2	4	2	5	1	2.6
2	2	3	3	.	3	2	3	3	1	3	1	1	1	4	5	5	5	5	2	1	1	4	1	2	5	4	5	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	4	4	2	2	2	.	1	5	5	2	60136	.	1	1	.	0	1	0	1	1	0	5	1	.	1	1	2	2.5	2.33333333333333	2.66666666666667	2.8	3.18181818181818	4.66666666666667	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	4	3	3	2	2	2	3	4	4	4	4	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	2	4	2	2	2	4	1	2.4
3	4	4	3	.	3	2	2	1	2	2	1	1	2	4	5	5	5	4	2	1	1	4	1	1	5	6	5	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	5	5	5	5	3	.	1	5	5	2	61120	.	1	1	.	0	1	0	1	1	0	5	1	.	1	1	2	3.5	1.66666666666667	2.33333333333333	4.6	3	5.33333333333333	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	5	5	3	4	2	4	3	3	5	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	4	6	3	7	3	.	1	5	1	5	3	4	0	3
4	4	4	4	.	5	3	5	2	1	1	2	1	1	4	4	3	5	3	2	1	1	3	1	1	4	5	5	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	1	.	.	.	.	.	.	.	4	0	1	0	0	0	0	.	.	4	4	4	5	5	.	1	5	5	2	62168	1	1	1	.	0	1	0	1	1	0	5	1	.	1	1	3	4	1.33333333333333	4.33333333333333	4.4	2.54545454545455	4.66666666666667	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	5	5	4	4	1	1	1	4	4	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	4	4	1	3	1	1	1	4	1	1	1	5	1	1.6
4	3	3	2	4	4	3	4	3	3	.	2	1	1	4	4	4	5	5	5	3	1	1	1	3	1	1	1	1	1	1	3	2	3	.	.	1	.	.	.	.	.	9	1	.	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	3	5	2	3	3	.	1	5	3	2	65128	.	1	1	.	0	1	0	1	1	1	5	1	.	1	1	3	3	3	3.66666666666667	3.2	3.27272727272727	1	2	1	1	3	5	2	4	3	4	1	3	4	4	5	4	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7	6	4	5	1	7	.	.	.	.	.	5	1	.
3	4	3	3	.	4	3	4	3	2	3	2	2	2	5	5	5	5	5	5	5	5	5	2	5	5	5	5	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	.	1	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	3	4	5	4	3	.	1	6	3	2	61106	.	1	1	.	0	1	0	1	1	0	5	1	.	1	1	4	3.25	2.66666666666667	3.66666666666667	3.8	4.72727272727273	5	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	4	5	4	4	3	4	3	2	5	5	5	5	5	6	1	5	1	1	1	1	1	1	1	5	0	1
2	4	4	3	.	1	2	3	2	2	1	1	1	2	4	5	5	5	5	4	3	1	1	1	1	1	1	1	1	1	1	3	1	.	1	.	.	.	.	.	.	.	9	.	.	.	.	.	1	.	.	.	0	1	0	0	1	0	.	.	5	5	5	4	3	1	.	3	5	2	18233	1	3	1	.	0	1	0	1	1	0	5	1	0	.	0	2	3.25	1.66666666666667	2	4.4	3.18181818181818	1	2	1	1	4	5	4	4	3	4	4	3	2	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6	6	3	5	1	1	2	4	1	1	1	5	1	1.8
2	3	3	2	.	2	1	3	1	1	1	1	1	2	4	5	5	5	3	5	3	2	4	3	5	6	6	5	1	1	1	3	1	.	1	1	1	.	.	.	.	.	8	1	1	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	3	4	3	1	3	1	.	9	5	2	14145	1	1	1	.	0	1	0	1	1	0	4	1	0	.	0	2	2.5	1	2	2.8	4	5.66666666666667	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4	4	4	4	3	4	4	4	4	3	3	4	4	.	.	.	.	.	.	.	.	.	.	.	.	.	3	2	2	2	1	.	3	4	2	4	2	.	.	3
3	3	3	3	.	3	3	2	3	2	3	1	1	2	4	5	5	4	4	5	5	4	4	1	3	4	5	1	1	4	1	3	1	.	1	.	.	.	.	.	.	.	8	1	1	.	.	.	.	.	.	5	0	1	0	0	0	0	.	.	5	5	4	4	3	1	.	3	4	2	16181	0	1	1	.	0	1	0	1	1	0	4	1	0	.	0	2	3	2.66666666666667	2.66666666666667	4.2	4	3.33333333333333	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	5	5	3	4	3	3	1	3	5	5	5	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	4	3	1	1	1	.	2	5	1	1	2	4	0	2.2
3	3	4	3	.	4	1	5	2	3	2	1	1	1	4	4	4	5	5	5	3	1	2	1	5	5	5	5	1	1	1	3	2	1	1	.	.	1	.	.	.	1	8	1	1	.	.	.	.	.	.	2	0	1	0	0	0	0	.	.	2	4	3	4	3	1	.	5	5	2	27258	1	1	1	.	0	1	0	1	1	1	4	1	0	.	0	2	3.25	2.33333333333333	3.33333333333333	3.2	3.54545454545455	5	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	5	5	3	5	3	3	4	2	4	4	4	4	3	3	1	2	1	1	3	3	2	1	3	4	1	2.4
3	3	4	3	.	3	3	3	2	2	2	1	1	2	4	4	4	5	3	3	2	1	2	1	2	4	4	1	1	4	4	3	1	.	1	.	.	.	.	.	.	.	8	1	1	.	.	.	.	.	.	5	0	1	0	0	0	0	.	.	4	3	3	3	4	1	.	5	4	2	36164	1	1	1	.	0	1	0	1	1	0	4	1	0	.	0	2	3.25	2	3	3.4	2.81818181818182	3	1	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	4	4	4	4	3	3	3	2	4	4	4	5	5	.	.	.	.	.	.	.	.	.	.	.	.	.	4	3	4	4	1	.	5	5	2	3	5	5	0	4
3	3	4	3	.	4	4	4	2	1	2	2	1	1	5	5	4	5	5	5	4	4	5	5	3	1	1	1	1	1	1	3	1	.	1	.	.	.	.	.	.	.	8	1	1	.	.	.	.	.	.	2	0	1	0	0	1	0	.	.	4	4	5	5	2	.	1	1	5	2	52110	.	1	1	.	0	1	0	1	1	0	4	1	.	1	1	3	3.25	1.66666666666667	4	4	4.54545454545455	1	2	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4	5	4	2	2	3	1	3	2	4	4	4	5	6	4	1	4	3	1	2	2	4	4	5	5	1	3.4
